
  0%|▎                                                                                 | 368/100000 [00:01<06:02, 274.50it/s]
epoch 76100  clean testing loss: 0.04040243849158287
epoch 76200  training loss: 0.0965905487537384

 77%|█████████████████████████████████████████████████████████████▎                  | 76665/100000 [05:52<01:42, 226.97it/s]
epoch 76300  training loss: 0.09658831357955933
epoch 76300  clean testing loss: 0.04040159285068512
epoch 76400  training loss: 0.09658606350421906
epoch 76400  clean testing loss: 0.04040273651480675
epoch 76500  training loss: 0.09658380597829819
epoch 76500  clean testing loss: 0.040402863174676895
epoch 76600  training loss: 0.09658154845237732

 77%|█████████████████████████████████████████████████████████████▋                  | 77108/100000 [05:54<01:42, 223.00it/s]
epoch 76700  training loss: 0.09657932072877884
epoch 76700  clean testing loss: 0.04040265083312988
epoch 76800  training loss: 0.09657715260982513
epoch 76800  clean testing loss: 0.0404028594493866
epoch 76900  training loss: 0.09657488763332367
epoch 76900  clean testing loss: 0.04040488228201866
epoch 77000  training loss: 0.09657270461320877
epoch 77000  clean testing loss: 0.04040432721376419
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 77100  training loss: 0.0965704694390297

 77%|█████████████████████████████████████████████████████████████▉                  | 77389/100000 [05:55<01:43, 219.41it/s]
epoch 77200  training loss: 0.09656824916601181
epoch 77200  clean testing loss: 0.04040347412228584
epoch 77300  training loss: 0.09656606614589691
epoch 77300  clean testing loss: 0.040404584258794785
epoch 77400  training loss: 0.09656378626823425

 78%|██████████████████████████████████████████████████████████████▋                 | 78288/100000 [06:00<01:51, 195.46it/s]
epoch 77500  training loss: 0.09656159579753876
epoch 77500  clean testing loss: 0.04040471091866493
epoch 77600  training loss: 0.09655937552452087
epoch 77600  clean testing loss: 0.04040556401014328
epoch 77700  training loss: 0.09655722230672836
epoch 77700  clean testing loss: 0.04040547087788582
epoch 77800  training loss: 0.0965549647808075
epoch 77800  clean testing loss: 0.040404338389635086
epoch 77900  training loss: 0.09655274450778961
epoch 77900  clean testing loss: 0.04040532559156418
epoch 78000  training loss: 0.09655055403709412
epoch 78000  clean testing loss: 0.04040507227182388
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 78100  training loss: 0.09654880315065384
epoch 78100  clean testing loss: 0.040405746549367905
epoch 78200  training loss: 0.09654708951711655
epoch 78200  clean testing loss: 0.04040536284446716
epoch 78300  training loss: 0.09654532372951508

 79%|██████████████████████████████████████████████████████████████▉                 | 78674/100000 [06:02<01:54, 185.49it/s]
epoch 78400  training loss: 0.09654361754655838
epoch 78400  clean testing loss: 0.04040776938199997
epoch 78500  training loss: 0.09654191881418228
epoch 78500  clean testing loss: 0.04040727764368057
epoch 78600  training loss: 0.096540167927742

 79%|███████████████████████████████████████████████████████████████▎                | 79069/100000 [06:04<01:49, 191.79it/s]
epoch 78700  training loss: 0.0965384766459465
epoch 78700  clean testing loss: 0.04040726646780968
epoch 78800  training loss: 0.09653673321008682
epoch 78800  clean testing loss: 0.04040643945336342
epoch 78900  training loss: 0.09653500467538834
epoch 78900  clean testing loss: 0.040408194065093994
epoch 79000  training loss: 0.09653325378894806
epoch 79000  clean testing loss: 0.040406856685876846

 79%|███████████████████████████████████████████████████████████████▌                | 79455/100000 [06:06<01:46, 193.62it/s]
epoch 79100  training loss: 0.09653156250715256
epoch 79100  clean testing loss: 0.04040711373090744
epoch 79200  training loss: 0.09652983397245407
epoch 79200  clean testing loss: 0.0404086597263813
epoch 79300  training loss: 0.0965280681848526
epoch 79300  clean testing loss: 0.0404088981449604
epoch 79400  training loss: 0.0965263694524765

 80%|███████████████████████████████████████████████████████████████▉                | 79845/100000 [06:08<01:44, 192.30it/s]
epoch 79500  training loss: 0.09652463346719742
epoch 79500  clean testing loss: 0.040407173335552216
epoch 79600  training loss: 0.09652294218540192
epoch 79600  clean testing loss: 0.040408313274383545
epoch 79700  training loss: 0.0965212881565094
epoch 79700  clean testing loss: 0.040408581495285034
epoch 79800  training loss: 0.09651955217123032

 80%|████████████████████████████████████████████████████████████████▏               | 80236/100000 [06:10<01:40, 195.95it/s]
epoch 79900  training loss: 0.09651791304349899
epoch 79900  clean testing loss: 0.04040895029902458
epoch 80000  training loss: 0.09651623666286469
epoch 80000  clean testing loss: 0.04040827229619026
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 80100  training loss: 0.09651456773281097
epoch 80100  clean testing loss: 0.04040893539786339
epoch 80200  training loss: 0.09651286900043488

 81%|████████████████████████████████████████████████████████████████▍               | 80581/100000 [06:12<01:41, 190.86it/s]
epoch 80300  training loss: 0.09651120752096176
epoch 80300  clean testing loss: 0.04040926322340965
epoch 80400  training loss: 0.09650953859090805
epoch 80400  clean testing loss: 0.04040983319282532
epoch 80500  training loss: 0.09650787711143494
epoch 80500  clean testing loss: 0.04040887951850891
epoch 80600  training loss: 0.09650617092847824

 81%|████████████████████████████████████████████████████████████████▊               | 81009/100000 [06:14<01:39, 191.37it/s]
epoch 80700  training loss: 0.09650453925132751
epoch 80700  clean testing loss: 0.04041096940636635
epoch 80800  training loss: 0.09650284051895142
epoch 80800  clean testing loss: 0.04041031748056412
epoch 80900  training loss: 0.09650114923715591
epoch 80900  clean testing loss: 0.04040943831205368
epoch 81000  training loss: 0.09649951756000519
epoch 81000  clean testing loss: 0.0404101237654686

 81%|████████████████████████████████████████████████████████████████▉               | 81194/100000 [06:15<01:36, 195.28it/s]
epoch 81100  training loss: 0.09649811685085297
epoch 81100  clean testing loss: 0.04041089117527008
epoch 81200  training loss: 0.09649675339460373

 82%|█████████████████████████████████████████████████████████████████▍              | 81765/100000 [06:18<01:36, 188.60it/s]
epoch 81300  training loss: 0.0964953675866127
epoch 81300  clean testing loss: 0.040410738438367844
epoch 81400  training loss: 0.09649402648210526
epoch 81400  clean testing loss: 0.04041123390197754
epoch 81500  training loss: 0.09649264067411423
epoch 81500  clean testing loss: 0.0404118075966835
epoch 81600  training loss: 0.0964912474155426
epoch 81600  clean testing loss: 0.04041163623332977
epoch 81700  training loss: 0.09648991376161575

 82%|█████████████████████████████████████████████████████████████████▋              | 82153/100000 [06:20<01:30, 196.23it/s]
epoch 81800  training loss: 0.09648852795362473
epoch 81800  clean testing loss: 0.04041212052106857
epoch 81900  training loss: 0.09648715704679489
epoch 81900  clean testing loss: 0.04041256010532379
epoch 82000  training loss: 0.09648577123880386
epoch 82000  clean testing loss: 0.040412258356809616
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 82100  training loss: 0.09648442268371582

 83%|██████████████████████████████████████████████████████████████████              | 82541/100000 [06:22<01:31, 191.08it/s]
epoch 82200  training loss: 0.09648305177688599
epoch 82200  clean testing loss: 0.04041289538145065
epoch 82300  training loss: 0.09648169577121735
epoch 82300  clean testing loss: 0.0404118113219738
epoch 82400  training loss: 0.09648030251264572
epoch 82400  clean testing loss: 0.04041260480880737
epoch 82500  training loss: 0.09647894650697708

 83%|██████████████████████████████████████████████████████████████████▎             | 82925/100000 [06:24<01:27, 194.94it/s]
epoch 82600  training loss: 0.09647755324840546
epoch 82600  clean testing loss: 0.040413301438093185
epoch 82700  training loss: 0.096476249396801
epoch 82700  clean testing loss: 0.04041357338428497
epoch 82800  training loss: 0.09647484123706818
epoch 82800  clean testing loss: 0.04041403532028198
epoch 82900  training loss: 0.09647347033023834

 83%|██████████████████████████████████████████████████████████████████▋             | 83316/100000 [06:26<01:28, 188.75it/s]
epoch 83000  training loss: 0.0964721068739891
epoch 83000  clean testing loss: 0.04041377454996109
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 83100  training loss: 0.09647069126367569
epoch 83100  clean testing loss: 0.04041418433189392
epoch 83200  training loss: 0.09646936506032944
epoch 83200  clean testing loss: 0.040413469076156616
epoch 83300  training loss: 0.09646797925233841

 84%|██████████████████████████████████████████████████████████████████▉             | 83688/100000 [06:28<01:22, 197.15it/s]
epoch 83400  training loss: 0.09646661579608917
epoch 83400  clean testing loss: 0.04041430354118347
epoch 83500  training loss: 0.09646524488925934
epoch 83500  clean testing loss: 0.040414340794086456
epoch 83600  training loss: 0.0964638963341713

 84%|███████████████████████████████████████████████████████████████████▎            | 84096/100000 [06:30<01:22, 191.84it/s]
epoch 83700  training loss: 0.09646252542734146
epoch 83700  clean testing loss: 0.04041525721549988
epoch 83800  training loss: 0.09646112471818924
epoch 83800  clean testing loss: 0.04041530564427376
epoch 83900  training loss: 0.0964597836136818
epoch 83900  clean testing loss: 0.04041561111807823
epoch 84000  training loss: 0.09645836055278778
epoch 84000  clean testing loss: 0.040415212512016296

 84%|███████████████████████████████████████████████████████████████████▌            | 84466/100000 [06:32<01:21, 190.34it/s]
epoch 84100  training loss: 0.09645739197731018
epoch 84100  clean testing loss: 0.04041566699743271
epoch 84200  training loss: 0.09645631164312363
epoch 84200  clean testing loss: 0.04041518643498421
epoch 84300  training loss: 0.09645524621009827
epoch 84300  clean testing loss: 0.04041539505124092
epoch 84400  training loss: 0.0964542105793953

 85%|███████████████████████████████████████████████████████████████████▉            | 84861/100000 [06:34<01:17, 195.40it/s]
epoch 84500  training loss: 0.09645313024520874
epoch 84500  clean testing loss: 0.04041624441742897
epoch 84600  training loss: 0.09645206481218338
epoch 84600  clean testing loss: 0.04041629284620285
epoch 84700  training loss: 0.09645100682973862
epoch 84700  clean testing loss: 0.04041571170091629
epoch 84800  training loss: 0.09644996374845505

 85%|████████████████████████████████████████████████████████████████████▏           | 85252/100000 [06:36<01:17, 191.01it/s]
epoch 84900  training loss: 0.09644892066717148
epoch 84900  clean testing loss: 0.040415674448013306
epoch 85000  training loss: 0.09644783288240433
epoch 85000  clean testing loss: 0.0404169037938118
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 85100  training loss: 0.09644679725170135
epoch 85100  clean testing loss: 0.04041701927781105
epoch 85200  training loss: 0.09644574671983719

 86%|████████████████████████████████████████████████████████████████████▌           | 85633/100000 [06:38<01:17, 185.77it/s]
epoch 85300  training loss: 0.09644468873739243
epoch 85300  clean testing loss: 0.040417179465293884
epoch 85400  training loss: 0.09644363820552826
epoch 85400  clean testing loss: 0.040417443960905075
epoch 85500  training loss: 0.0964425727725029
epoch 85500  clean testing loss: 0.040417369455099106
epoch 85600  training loss: 0.09644149988889694

 86%|████████████████████████████████████████████████████████████████████▊           | 86022/100000 [06:40<01:12, 194.09it/s]
epoch 85700  training loss: 0.09644043445587158
epoch 85700  clean testing loss: 0.040417205542325974
epoch 85800  training loss: 0.09643937647342682
epoch 85800  clean testing loss: 0.04041758179664612
epoch 85900  training loss: 0.09643831849098206
epoch 85900  clean testing loss: 0.04041753709316254
epoch 86000  training loss: 0.09643730521202087
epoch 86000  clean testing loss: 0.04041675105690956

 86%|█████████████████████████████████████████████████████████████████████▏          | 86411/100000 [06:42<01:11, 189.56it/s]
epoch 86100  training loss: 0.09643623232841492
epoch 86100  clean testing loss: 0.040417514741420746
epoch 86200  training loss: 0.09643515199422836
epoch 86200  clean testing loss: 0.04041779041290283
epoch 86300  training loss: 0.09643411636352539

 87%|█████████████████████████████████████████████████████████████████████▍          | 86803/100000 [06:44<01:06, 197.80it/s]
epoch 86400  training loss: 0.09643306583166122
epoch 86400  clean testing loss: 0.04041724279522896
epoch 86500  training loss: 0.09643197804689407
epoch 86500  clean testing loss: 0.0404183454811573
epoch 86600  training loss: 0.0964309573173523
epoch 86600  clean testing loss: 0.04041808471083641
epoch 86700  training loss: 0.09642989933490753

 87%|█████████████████████████████████████████████████████████████████████▊          | 87190/100000 [06:46<01:08, 185.98it/s]
epoch 86800  training loss: 0.09642881900072098
epoch 86800  clean testing loss: 0.04041876271367073
epoch 86900  training loss: 0.096427783370018
epoch 86900  clean testing loss: 0.040418870747089386
epoch 87000  training loss: 0.09642668813467026
epoch 87000  clean testing loss: 0.040418412536382675
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 87100  training loss: 0.096425861120224

 88%|██████████████████████████████████████████████████████████████████████          | 87576/100000 [06:48<01:05, 190.75it/s]
epoch 87200  training loss: 0.09642501920461655
epoch 87200  clean testing loss: 0.04041844233870506
epoch 87300  training loss: 0.0964241698384285
epoch 87300  clean testing loss: 0.04041873291134834
epoch 87400  training loss: 0.09642329812049866
epoch 87400  clean testing loss: 0.040419403463602066
epoch 87500  training loss: 0.09642241895198822

 88%|██████████████████████████████████████████████████████████████████████▎         | 87947/100000 [06:50<01:01, 196.51it/s]
epoch 87600  training loss: 0.09642155468463898
epoch 87600  clean testing loss: 0.04041903093457222
epoch 87700  training loss: 0.09642073512077332
epoch 87700  clean testing loss: 0.040419090539216995
epoch 87800  training loss: 0.09641983360052109
epoch 87800  clean testing loss: 0.040418606251478195
epoch 87900  training loss: 0.09641897678375244

 88%|██████████████████████████████████████████████████████████████████████▋         | 88336/100000 [06:52<01:01, 190.10it/s]
epoch 88000  training loss: 0.09641815721988678
epoch 88000  clean testing loss: 0.040418874472379684
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 88100  training loss: 0.09641724824905396
epoch 88100  clean testing loss: 0.0404195636510849
epoch 88200  training loss: 0.0964163988828659
epoch 88200  clean testing loss: 0.0404193177819252
epoch 88300  training loss: 0.09641551971435547

 89%|██████████████████████████████████████████████████████████████████████▉         | 88725/100000 [06:54<00:57, 195.52it/s]
epoch 88400  training loss: 0.09641464799642563
epoch 88400  clean testing loss: 0.04041965678334236
epoch 88500  training loss: 0.09641385078430176
epoch 88500  clean testing loss: 0.04042000323534012
epoch 88600  training loss: 0.09641291946172714
epoch 88600  clean testing loss: 0.04041938856244087
epoch 88700  training loss: 0.09641208499670029

 89%|███████████████████████████████████████████████████████████████████████▎        | 89115/100000 [06:56<00:56, 191.63it/s]
epoch 88800  training loss: 0.09641118347644806
epoch 88800  clean testing loss: 0.04042031243443489
epoch 88900  training loss: 0.0964103415608406
epoch 88900  clean testing loss: 0.040420278906822205
epoch 89000  training loss: 0.09640947729349136
epoch 89000  clean testing loss: 0.04042019322514534
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 89100  training loss: 0.09640862047672272

 89%|███████████████████████████████████████████████████████████████████████▌        | 89483/100000 [06:58<00:54, 192.87it/s]
epoch 89200  training loss: 0.09640771150588989
epoch 89200  clean testing loss: 0.040420323610305786
epoch 89300  training loss: 0.09640683233737946
epoch 89300  clean testing loss: 0.040420327335596085
epoch 89400  training loss: 0.09640602767467499

 90%|███████████████████████████████████████████████████████████████████████▉        | 89891/100000 [07:00<00:53, 189.45it/s]
epoch 89500  training loss: 0.09640514850616455
epoch 89500  clean testing loss: 0.040420856326818466
epoch 89600  training loss: 0.09640426933765411
epoch 89600  clean testing loss: 0.04042048752307892
epoch 89700  training loss: 0.09640341252088547
epoch 89700  clean testing loss: 0.0404205285012722
epoch 89800  training loss: 0.09640257805585861

 90%|████████████████████████████████████████████████████████████████████████▏       | 90279/100000 [07:02<00:50, 192.67it/s]
epoch 89900  training loss: 0.09640167653560638
epoch 89900  clean testing loss: 0.04042050242424011
epoch 90000  training loss: 0.09640080481767654
epoch 90000  clean testing loss: 0.04042026028037071
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 90100  training loss: 0.09640010446310043
epoch 90100  clean testing loss: 0.040421150624752045
epoch 90200  training loss: 0.09639941900968552

 91%|████████████████████████████████████████████████████████████████████████▌       | 90667/100000 [07:04<00:47, 197.54it/s]
epoch 90300  training loss: 0.09639871120452881
epoch 90300  clean testing loss: 0.04042154178023338
epoch 90400  training loss: 0.09639796614646912
epoch 90400  clean testing loss: 0.0404212549328804
epoch 90500  training loss: 0.096397265791893
epoch 90500  clean testing loss: 0.04042144492268562
epoch 90600  training loss: 0.0963965505361557

 91%|████████████████████████████████████████████████████████████████████████▊       | 91041/100000 [07:06<00:45, 195.10it/s]
epoch 90700  training loss: 0.09639584273099899
epoch 90700  clean testing loss: 0.04042127728462219
epoch 90800  training loss: 0.0963950976729393
epoch 90800  clean testing loss: 0.040421854704618454
epoch 90900  training loss: 0.09639439731836319
epoch 90900  clean testing loss: 0.04042138531804085
epoch 91000  training loss: 0.0963936522603035
epoch 91000  clean testing loss: 0.04042184725403786

 91%|█████████████████████████████████████████████████████████████████████████       | 91349/100000 [07:07<00:43, 198.25it/s]
epoch 91100  training loss: 0.09639296680688858
epoch 91100  clean testing loss: 0.04042203351855278
epoch 91200  training loss: 0.09639216959476471
epoch 91200  clean testing loss: 0.04042172431945801
epoch 91300  training loss: 0.09639141708612442
epoch 91300  clean testing loss: 0.040422290563583374
epoch 91400  training loss: 0.09639065712690353

 92%|█████████████████████████████████████████████████████████████████████████▍      | 91719/100000 [07:09<00:42, 195.24it/s]
epoch 91500  training loss: 0.09638991206884384
epoch 91500  clean testing loss: 0.04042183235287666
epoch 91600  training loss: 0.09638918936252594
epoch 91600  clean testing loss: 0.04042224586009979
epoch 91700  training loss: 0.09638842940330505
epoch 91700  clean testing loss: 0.04042208194732666
epoch 91800  training loss: 0.09638766944408417

 92%|█████████████████████████████████████████████████████████████████████████▋      | 92104/100000 [07:11<00:41, 189.77it/s]
epoch 91900  training loss: 0.09638696163892746
epoch 91900  clean testing loss: 0.04042188078165054
epoch 92000  training loss: 0.09638617187738419
epoch 92000  clean testing loss: 0.040422551333904266
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 92100  training loss: 0.09638543426990509

 92%|█████████████████████████████████████████████████████████████████████████▉      | 92473/100000 [07:13<00:39, 192.26it/s]
epoch 92200  training loss: 0.09638475626707077
epoch 92200  clean testing loss: 0.0404227115213871
epoch 92300  training loss: 0.09638398885726929
epoch 92300  clean testing loss: 0.04042283818125725
epoch 92400  training loss: 0.0963832437992096

 93%|██████████████████████████████████████████████████████████████████████████▎     | 92897/100000 [07:15<00:32, 220.40it/s]
epoch 92500  training loss: 0.0963825210928917
epoch 92500  clean testing loss: 0.04042283445596695
epoch 92600  training loss: 0.09638173878192902
epoch 92600  clean testing loss: 0.040423374623060226
epoch 92700  training loss: 0.0963810607790947
epoch 92700  clean testing loss: 0.040423065423965454
epoch 92800  training loss: 0.0963803306221962
epoch 92800  clean testing loss: 0.04042304679751396
epoch 92900  training loss: 0.09637957811355591

 93%|██████████████████████████████████████████████████████████████████████████▋     | 93335/100000 [07:17<00:30, 219.53it/s]
epoch 93000  training loss: 0.09637884050607681
epoch 93000  clean testing loss: 0.04042322188615799
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 93100  training loss: 0.09637822210788727
epoch 93100  clean testing loss: 0.04042305797338486
epoch 93200  training loss: 0.0963776633143425
epoch 93200  clean testing loss: 0.040423691272735596
epoch 93300  training loss: 0.09637701511383057
epoch 93300  clean testing loss: 0.040423717349767685
epoch 93400  training loss: 0.09637642651796341

 94%|███████████████████████████████████████████████████████████████████████████     | 93769/100000 [07:19<00:28, 215.87it/s]
epoch 93500  training loss: 0.09637581557035446
epoch 93500  clean testing loss: 0.040423739701509476
epoch 93600  training loss: 0.0963752269744873
epoch 93600  clean testing loss: 0.040423691272735596
epoch 93700  training loss: 0.09637462347745895
epoch 93700  clean testing loss: 0.04042369872331619
epoch 93800  training loss: 0.0963740199804306

 94%|███████████████████████████████████████████████████████████████████████████▎    | 94208/100000 [07:21<00:26, 221.89it/s]
epoch 93900  training loss: 0.09637343138456345
epoch 93900  clean testing loss: 0.04042389988899231
epoch 94000  training loss: 0.0963728204369545
epoch 94000  clean testing loss: 0.04042397812008858
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 94100  training loss: 0.09637219458818436
epoch 94100  clean testing loss: 0.040424004197120667
epoch 94200  training loss: 0.0963715985417366

 95%|███████████████████████████████████████████████████████████████████████████▋    | 94652/100000 [07:23<00:23, 226.49it/s]
epoch 94300  training loss: 0.09637100994586945
epoch 94300  clean testing loss: 0.0404241569340229
epoch 94400  training loss: 0.0963703840970993
epoch 94400  clean testing loss: 0.04042423143982887
epoch 94500  training loss: 0.09636982530355453
epoch 94500  clean testing loss: 0.04042435064911842
epoch 94600  training loss: 0.09636922180652618
epoch 94600  clean testing loss: 0.04042484611272812
epoch 94700  training loss: 0.09636859595775604

 95%|████████████████████████████████████████████████████████████████████████████    | 95089/100000 [07:25<00:22, 221.10it/s]
epoch 94800  training loss: 0.09636799991130829
epoch 94800  clean testing loss: 0.04042433574795723
epoch 94900  training loss: 0.09636735916137695
epoch 94900  clean testing loss: 0.04042448848485947
epoch 95000  training loss: 0.09636679291725159
epoch 95000  clean testing loss: 0.040424149483442307
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 95100  training loss: 0.09636618196964264

 96%|████████████████████████████████████████████████████████████████████████████▍   | 95527/100000 [07:28<00:20, 217.61it/s]
epoch 95200  training loss: 0.09636560082435608
epoch 95200  clean testing loss: 0.04042467474937439
epoch 95300  training loss: 0.09636499732732773
epoch 95300  clean testing loss: 0.040424998849630356
epoch 95400  training loss: 0.09636437147855759
epoch 95400  clean testing loss: 0.04042483866214752
epoch 95500  training loss: 0.09636376053094864
epoch 95500  clean testing loss: 0.04042525216937065
epoch 95600  training loss: 0.09636315703392029

 96%|████████████████████████████████████████████████████████████████████████████▊   | 95962/100000 [07:30<00:18, 215.93it/s]
epoch 95700  training loss: 0.09636254608631134
epoch 95700  clean testing loss: 0.040425073355436325
epoch 95800  training loss: 0.09636198729276657
epoch 95800  clean testing loss: 0.04042534902691841
epoch 95900  training loss: 0.09636133164167404
epoch 95900  clean testing loss: 0.040425147861242294
epoch 96000  training loss: 0.09636075794696808
epoch 96000  clean testing loss: 0.04042532294988632

 96%|█████████████████████████████████████████████████████████████████████████████   | 96406/100000 [07:32<00:16, 222.18it/s]
epoch 96100  training loss: 0.0963602364063263
epoch 96100  clean testing loss: 0.040425583720207214
epoch 96200  training loss: 0.0963597372174263
epoch 96200  clean testing loss: 0.040425751358270645
epoch 96300  training loss: 0.0963592603802681
epoch 96300  clean testing loss: 0.040425390005111694
epoch 96400  training loss: 0.0963587611913681

 97%|█████████████████████████████████████████████████████████████████████████████▍  | 96848/100000 [07:34<00:14, 216.47it/s]
epoch 96500  training loss: 0.09635826200246811
epoch 96500  clean testing loss: 0.04042525589466095
epoch 96600  training loss: 0.09635774791240692
epoch 96600  clean testing loss: 0.04042549803853035
epoch 96700  training loss: 0.09635722637176514
epoch 96700  clean testing loss: 0.04042547941207886
epoch 96800  training loss: 0.09635675698518753
epoch 96800  clean testing loss: 0.0404258668422699
epoch 96900  training loss: 0.09635627269744873

 97%|█████████████████████████████████████████████████████████████████████████████▊  | 97287/100000 [07:36<00:12, 222.92it/s]
epoch 97000  training loss: 0.09635573625564575
epoch 97000  clean testing loss: 0.04042555391788483
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 97100  training loss: 0.09635524451732635
epoch 97100  clean testing loss: 0.04042563587427139
epoch 97200  training loss: 0.09635477513074875
epoch 97200  clean testing loss: 0.04042580723762512
epoch 97300  training loss: 0.09635420888662338

 98%|██████████████████████████████████████████████████████████████████████████████▏ | 97725/100000 [07:38<00:10, 217.92it/s]
epoch 97400  training loss: 0.0963536947965622
epoch 97400  clean testing loss: 0.04042557254433632
epoch 97500  training loss: 0.0963532030582428
epoch 97500  clean testing loss: 0.04042588174343109
epoch 97600  training loss: 0.09635274112224579
epoch 97600  clean testing loss: 0.04042578488588333
epoch 97700  training loss: 0.0963522419333458

 98%|██████████████████████████████████████████████████████████████████████████████▌ | 98163/100000 [07:40<00:08, 217.34it/s]
epoch 97800  training loss: 0.09635167568922043
epoch 97800  clean testing loss: 0.04042554274201393
epoch 97900  training loss: 0.09635119885206223
epoch 97900  clean testing loss: 0.040425729006528854
epoch 98000  training loss: 0.09635069221258163
epoch 98000  clean testing loss: 0.04042601212859154
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 98100  training loss: 0.09635021537542343
epoch 98100  clean testing loss: 0.040425851941108704
epoch 98200  training loss: 0.09634966403245926

 99%|██████████████████████████████████████████████████████████████████████████████▉ | 98607/100000 [07:42<00:06, 222.96it/s]
epoch 98300  training loss: 0.09634921699762344
epoch 98300  clean testing loss: 0.04042593389749527
epoch 98400  training loss: 0.09634876251220703
epoch 98400  clean testing loss: 0.040426112711429596
epoch 98500  training loss: 0.09634818881750107
epoch 98500  clean testing loss: 0.04042629152536392
epoch 98600  training loss: 0.09634770452976227

 99%|███████████████████████████████████████████████████████████████████████████████▏| 99045/100000 [07:44<00:04, 213.33it/s]
epoch 98700  training loss: 0.09634719789028168
epoch 98700  clean testing loss: 0.0404263399541378
epoch 98800  training loss: 0.09634669870138168
epoch 98800  clean testing loss: 0.040426384657621384
epoch 98900  training loss: 0.09634621441364288
epoch 98900  clean testing loss: 0.040426451712846756
epoch 99000  training loss: 0.09634563326835632
epoch 99000  clean testing loss: 0.040426332503557205
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
epoch 99100  training loss: 0.09634536504745483

 99%|███████████████████████████████████████████████████████████████████████████████▌| 99481/100000 [07:46<00:02, 221.24it/s]
epoch 99200  training loss: 0.09634503722190857
epoch 99200  clean testing loss: 0.04042648524045944
epoch 99300  training loss: 0.09634474664926529
epoch 99300  clean testing loss: 0.040426552295684814
epoch 99400  training loss: 0.09634441137313843
epoch 99400  clean testing loss: 0.04042648524045944
epoch 99500  training loss: 0.09634407609701157

100%|███████████████████████████████████████████████████████████████████████████████▉| 99900/100000 [07:48<00:00, 222.18it/s]
epoch 99600  training loss: 0.09634371101856232
epoch 99600  clean testing loss: 0.04042656347155571
epoch 99700  training loss: 0.09634336084127426
epoch 99700  clean testing loss: 0.04042680561542511
epoch 99800  training loss: 0.09634308516979218
epoch 99800  clean testing loss: 0.040426675230264664
epoch 99900  training loss: 0.0963427796959877

100%|███████████████████████████████████████████████████████████████████████████████| 100000/100000 [07:48<00:00, 213.45it/s]
Saving the clean test loss file into log/new_plot/output_dim2_width512_layers3_relu_size500_noise1.00e-01_invop0_lr1e-05 ...
