
  0%|                                                                                                 | 0/100000 [00:00<?, ?it/s]
epoch 77900  training loss: 0.03105451539158821
epoch 77900  clean testing loss: 0.12438485026359558
epoch 78000  training loss: 0.031045163050293922
epoch 78000  clean testing loss: 0.12433724105358124
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 78100  training loss: 0.031045876443386078

 78%|█████████████████████████████████████████████████████████████████▉                  | 78457/100000 [04:12<02:01, 177.03it/s]
epoch 78200  training loss: 0.031062472611665726
epoch 78200  clean testing loss: 0.12448451668024063
epoch 78300  training loss: 0.03104238398373127
epoch 78300  clean testing loss: 0.12426705658435822
epoch 78400  training loss: 0.031050607562065125

 79%|██████████████████████████████████████████████████████████████████▏                 | 78811/100000 [04:14<01:58, 178.30it/s]
epoch 78500  training loss: 0.031008955091238022
epoch 78500  clean testing loss: 0.12449097633361816
epoch 78600  training loss: 0.031042009592056274
epoch 78600  clean testing loss: 0.12440149486064911
epoch 78700  training loss: 0.031028026714920998
epoch 78700  clean testing loss: 0.12451556324958801
epoch 78800  training loss: 0.031019248068332672

 79%|██████████████████████████████████████████████████████████████████▍                 | 79162/100000 [04:16<02:00, 173.60it/s]
epoch 78900  training loss: 0.03103269264101982
epoch 78900  clean testing loss: 0.12458271533250809
epoch 79000  training loss: 0.031026571989059448
epoch 79000  clean testing loss: 0.12470926344394684
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 79100  training loss: 0.031024130061268806

 80%|██████████████████████████████████████████████████████████████████▊                 | 79515/100000 [04:18<01:56, 176.43it/s]
epoch 79200  training loss: 0.030989298596978188
epoch 79200  clean testing loss: 0.1245771050453186
epoch 79300  training loss: 0.031006677076220512
epoch 79300  clean testing loss: 0.1246192529797554
epoch 79400  training loss: 0.03096727654337883
epoch 79400  clean testing loss: 0.12475661933422089
epoch 79500  training loss: 0.03100317157804966

 80%|███████████████████████████████████████████████████████████████████                 | 79868/100000 [04:20<01:52, 178.66it/s]
epoch 79600  training loss: 0.031003301963210106
epoch 79600  clean testing loss: 0.12475212663412094
epoch 79700  training loss: 0.030988629907369614
epoch 79700  clean testing loss: 0.1246381625533104
epoch 79800  training loss: 0.030998744070529938

 80%|███████████████████████████████████████████████████████████████████▍                | 80219/100000 [04:22<01:53, 173.77it/s]
epoch 79900  training loss: 0.030998224392533302
epoch 79900  clean testing loss: 0.12469317018985748
epoch 80000  training loss: 0.030965279787778854
epoch 80000  clean testing loss: 0.12476300448179245
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 80100  training loss: 0.031015317887067795
epoch 80100  clean testing loss: 0.12478041648864746
epoch 80200  training loss: 0.030991315841674805

 81%|███████████████████████████████████████████████████████████████████▋                | 80590/100000 [04:24<01:51, 173.67it/s]
epoch 80300  training loss: 0.030988309532403946
epoch 80300  clean testing loss: 0.12478505820035934
epoch 80400  training loss: 0.030981123447418213
epoch 80400  clean testing loss: 0.12461458146572113
epoch 80500  training loss: 0.03096752241253853
epoch 80500  clean testing loss: 0.1246945858001709
epoch 80600  training loss: 0.030945023521780968

 81%|███████████████████████████████████████████████████████████████████▉                | 80943/100000 [04:26<01:47, 176.66it/s]
epoch 80700  training loss: 0.030977413058280945
epoch 80700  clean testing loss: 0.12457709014415741
epoch 80800  training loss: 0.030970189720392227
epoch 80800  clean testing loss: 0.1247074231505394
epoch 80900  training loss: 0.03096082992851734

 81%|████████████████████████████████████████████████████████████████████▎               | 81297/100000 [04:28<01:44, 178.63it/s]
epoch 81000  training loss: 0.030958378687500954
epoch 81000  clean testing loss: 0.1248089149594307
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 81100  training loss: 0.030940767377614975
epoch 81100  clean testing loss: 0.12476940453052521
epoch 81200  training loss: 0.03095589578151703
epoch 81200  clean testing loss: 0.12494732439517975
epoch 81300  training loss: 0.030958443880081177

 82%|████████████████████████████████████████████████████████████████████▌               | 81649/100000 [04:30<01:45, 173.71it/s]
epoch 81400  training loss: 0.03094593435525894
epoch 81400  clean testing loss: 0.12486804276704788
epoch 81500  training loss: 0.030923156067728996
epoch 81500  clean testing loss: 0.12492772936820984
epoch 81600  training loss: 0.030970217660069466

 82%|████████████████████████████████████████████████████████████████████▉               | 82002/100000 [04:32<01:41, 176.80it/s]
epoch 81700  training loss: 0.030929720029234886
epoch 81700  clean testing loss: 0.12495105713605881
epoch 81800  training loss: 0.030940109863877296
epoch 81800  clean testing loss: 0.1250443309545517
epoch 81900  training loss: 0.03092007152736187
epoch 81900  clean testing loss: 0.12506282329559326
epoch 82000  training loss: 0.030938932672142982
epoch 82000  clean testing loss: 0.12495126575231552

 82%|█████████████████████████████████████████████████████████████████████▏              | 82355/100000 [04:34<01:38, 178.64it/s]
epoch 82100  training loss: 0.03090512752532959
epoch 82100  clean testing loss: 0.12492971867322922
epoch 82200  training loss: 0.030900834128260612
epoch 82200  clean testing loss: 0.1250200718641281
epoch 82300  training loss: 0.03092053346335888

 83%|█████████████████████████████████████████████████████████████████████▍              | 82706/100000 [04:36<01:39, 173.83it/s]
epoch 82400  training loss: 0.030928712338209152
epoch 82400  clean testing loss: 0.1251789629459381
epoch 82500  training loss: 0.030909322202205658
epoch 82500  clean testing loss: 0.12517279386520386
epoch 82600  training loss: 0.030923310667276382
epoch 82600  clean testing loss: 0.1251470148563385
epoch 82700  training loss: 0.03089182823896408

 83%|█████████████████████████████████████████████████████████████████████▊              | 83061/100000 [04:38<01:36, 175.87it/s]
epoch 82800  training loss: 0.03091655857861042
epoch 82800  clean testing loss: 0.12495443969964981
epoch 82900  training loss: 0.0308915376663208
epoch 82900  clean testing loss: 0.1251799762248993
epoch 83000  training loss: 0.03087315708398819
epoch 83000  clean testing loss: 0.12524980306625366

 83%|██████████████████████████████████████████████████████████████████████              | 83414/100000 [04:40<01:32, 178.76it/s]
epoch 83100  training loss: 0.03086012601852417
epoch 83100  clean testing loss: 0.12510724365711212
epoch 83200  training loss: 0.030854713171720505
epoch 83200  clean testing loss: 0.1251523494720459
epoch 83300  training loss: 0.030858386307954788
epoch 83300  clean testing loss: 0.12516288459300995
epoch 83400  training loss: 0.030872875824570656

 84%|██████████████████████████████████████████████████████████████████████▍             | 83785/100000 [04:42<01:30, 179.09it/s]
epoch 83500  training loss: 0.030858147889375687
epoch 83500  clean testing loss: 0.12516765296459198
epoch 83600  training loss: 0.03085033968091011
epoch 83600  clean testing loss: 0.12526234984397888
epoch 83700  training loss: 0.030873335897922516

 84%|██████████████████████████████████████████████████████████████████████▋             | 84137/100000 [04:44<01:31, 174.10it/s]
epoch 83800  training loss: 0.03087165206670761
epoch 83800  clean testing loss: 0.12526825070381165
epoch 83900  training loss: 0.030863003805279732
epoch 83900  clean testing loss: 0.1252906322479248
epoch 84000  training loss: 0.030889665707945824
epoch 84000  clean testing loss: 0.12542611360549927
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 84100  training loss: 0.030855633318424225

 84%|██████████████████████████████████████████████████████████████████████▉             | 84490/100000 [04:46<01:27, 176.45it/s]
epoch 84200  training loss: 0.03084072656929493
epoch 84200  clean testing loss: 0.12532317638397217
epoch 84300  training loss: 0.030882950872182846
epoch 84300  clean testing loss: 0.125310480594635
epoch 84400  training loss: 0.030880482867360115

 85%|███████████████████████████████████████████████████████████████████████▎            | 84844/100000 [04:48<01:24, 178.67it/s]
epoch 84500  training loss: 0.03086245059967041
epoch 84500  clean testing loss: 0.12538273632526398
epoch 84600  training loss: 0.030853619799017906
epoch 84600  clean testing loss: 0.12530046701431274
epoch 84700  training loss: 0.030880028381943703
epoch 84700  clean testing loss: 0.1254740208387375
epoch 84800  training loss: 0.03087572194635868

 85%|███████████████████████████████████████████████████████████████████████▌            | 85195/100000 [04:50<01:25, 173.83it/s]
epoch 84900  training loss: 0.03085976466536522
epoch 84900  clean testing loss: 0.12538357079029083
epoch 85000  training loss: 0.03085455857217312
epoch 85000  clean testing loss: 0.12541833519935608
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 85100  training loss: 0.030855176970362663
epoch 85100  clean testing loss: 0.1254744529724121
epoch 85200  training loss: 0.03083409182727337

 86%|███████████████████████████████████████████████████████████████████████▊            | 85548/100000 [04:52<01:21, 176.94it/s]
epoch 85300  training loss: 0.03082146868109703
epoch 85300  clean testing loss: 0.12540993094444275
epoch 85400  training loss: 0.030835825949907303
epoch 85400  clean testing loss: 0.12539052963256836
epoch 85500  training loss: 0.03081340529024601

 86%|████████████████████████████████████████████████████████████████████████▏           | 85901/100000 [04:54<01:18, 179.60it/s]
epoch 85600  training loss: 0.030860017985105515
epoch 85600  clean testing loss: 0.12531138956546783
epoch 85700  training loss: 0.03082224726676941
epoch 85700  clean testing loss: 0.12540176510810852
epoch 85800  training loss: 0.030820589512586594
epoch 85800  clean testing loss: 0.12550921738147736
epoch 85900  training loss: 0.030848663300275803

 86%|████████████████████████████████████████████████████████████████████████▍           | 86251/100000 [04:56<01:18, 174.59it/s]
epoch 86000  training loss: 0.03084227442741394
epoch 86000  clean testing loss: 0.12560854852199554
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 86100  training loss: 0.03084411472082138
epoch 86100  clean testing loss: 0.12553367018699646
epoch 86200  training loss: 0.030858919024467468

 87%|████████████████████████████████████████████████████████████████████████▋           | 86605/100000 [04:58<01:16, 175.85it/s]
epoch 86300  training loss: 0.030862269923090935
epoch 86300  clean testing loss: 0.12558101117610931
epoch 86400  training loss: 0.030824095010757446
epoch 86400  clean testing loss: 0.12543077766895294
epoch 86500  training loss: 0.030847160145640373
epoch 86500  clean testing loss: 0.1255645602941513
epoch 86600  training loss: 0.03082648105919361

 87%|█████████████████████████████████████████████████████████████████████████           | 86958/100000 [05:00<01:12, 179.37it/s]
epoch 86700  training loss: 0.030790770426392555
epoch 86700  clean testing loss: 0.12560579180717468
epoch 86800  training loss: 0.030811402946710587
epoch 86800  clean testing loss: 0.12567338347434998
epoch 86900  training loss: 0.030796043574810028

 87%|█████████████████████████████████████████████████████████████████████████▎          | 87329/100000 [05:02<01:10, 179.13it/s]
epoch 87000  training loss: 0.030806712806224823
epoch 87000  clean testing loss: 0.12570495903491974
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 87100  training loss: 0.030833298340439796
epoch 87100  clean testing loss: 0.12557508051395416
epoch 87200  training loss: 0.030820023268461227
epoch 87200  clean testing loss: 0.12576603889465332
epoch 87300  training loss: 0.030801543965935707

 88%|█████████████████████████████████████████████████████████████████████████▋          | 87680/100000 [05:04<01:10, 174.60it/s]
epoch 87400  training loss: 0.03077547997236252
epoch 87400  clean testing loss: 0.12575264275074005
epoch 87500  training loss: 0.030787840485572815
epoch 87500  clean testing loss: 0.12567269802093506
epoch 87600  training loss: 0.030775025486946106

 88%|█████████████████████████████████████████████████████████████████████████▉          | 88032/100000 [05:06<01:07, 176.86it/s]
epoch 87700  training loss: 0.030762773007154465
epoch 87700  clean testing loss: 0.1256169080734253
epoch 87800  training loss: 0.030792243778705597
epoch 87800  clean testing loss: 0.1257808804512024
epoch 87900  training loss: 0.03080037422478199
epoch 87900  clean testing loss: 0.1256715953350067
epoch 88000  training loss: 0.030787775292992592
epoch 88000  clean testing loss: 0.12573352456092834

 88%|██████████████████████████████████████████████████████████████████████████▏         | 88384/100000 [05:08<01:04, 179.36it/s]
epoch 88100  training loss: 0.03076011873781681
epoch 88100  clean testing loss: 0.12583844363689423
epoch 88200  training loss: 0.03077572211623192
epoch 88200  clean testing loss: 0.12593384087085724
epoch 88300  training loss: 0.030759142711758614

 89%|██████████████████████████████████████████████████████████████████████████▌         | 88743/100000 [05:10<01:04, 175.36it/s]
epoch 88400  training loss: 0.030791711062192917
epoch 88400  clean testing loss: 0.12585881352424622
epoch 88500  training loss: 0.03078567050397396
epoch 88500  clean testing loss: 0.12582050263881683
epoch 88600  training loss: 0.030774954706430435
epoch 88600  clean testing loss: 0.1256573647260666
epoch 88700  training loss: 0.03073081746697426

 89%|██████████████████████████████████████████████████████████████████████████▊         | 89097/100000 [05:12<01:01, 176.51it/s]
epoch 88800  training loss: 0.030766533687710762
epoch 88800  clean testing loss: 0.1257978230714798
epoch 88900  training loss: 0.030762216076254845
epoch 88900  clean testing loss: 0.12586890161037445
epoch 89000  training loss: 0.03074686974287033
epoch 89000  clean testing loss: 0.1257721483707428

 89%|███████████████████████████████████████████████████████████████████████████▏        | 89450/100000 [05:14<00:59, 178.67it/s]
epoch 89100  training loss: 0.030748216435313225
epoch 89100  clean testing loss: 0.1258450746536255
epoch 89200  training loss: 0.03075719252228737
epoch 89200  clean testing loss: 0.12587541341781616
epoch 89300  training loss: 0.030774883925914764
epoch 89300  clean testing loss: 0.12596380710601807
epoch 89400  training loss: 0.030774034559726715

 90%|███████████████████████████████████████████████████████████████████████████▍        | 89802/100000 [05:16<00:58, 174.69it/s]
epoch 89500  training loss: 0.0307670496404171
epoch 89500  clean testing loss: 0.12587910890579224
epoch 89600  training loss: 0.030770184472203255
epoch 89600  clean testing loss: 0.12575595080852509
epoch 89700  training loss: 0.030727345496416092
epoch 89700  clean testing loss: 0.1257684826850891
epoch 89800  training loss: 0.030735764652490616

 90%|███████████████████████████████████████████████████████████████████████████▋        | 90155/100000 [05:18<00:55, 176.51it/s]
epoch 89900  training loss: 0.030749665573239326
epoch 89900  clean testing loss: 0.12583604454994202
epoch 90000  training loss: 0.030754486098885536
epoch 90000  clean testing loss: 0.12580640614032745
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 90100  training loss: 0.0307316891849041

 91%|████████████████████████████████████████████████████████████████████████████        | 90508/100000 [05:20<00:53, 178.73it/s]
epoch 90200  training loss: 0.03074808232486248
epoch 90200  clean testing loss: 0.1258820742368698
epoch 90300  training loss: 0.030734844505786896
epoch 90300  clean testing loss: 0.12590114772319794
epoch 90400  training loss: 0.03071567974984646
epoch 90400  clean testing loss: 0.12587207555770874
epoch 90500  training loss: 0.030714325606822968

 91%|████████████████████████████████████████████████████████████████████████████▎       | 90879/100000 [05:22<00:51, 178.67it/s]
epoch 90600  training loss: 0.030717240646481514
epoch 90600  clean testing loss: 0.12586748600006104
epoch 90700  training loss: 0.0307476706802845
epoch 90700  clean testing loss: 0.12581844627857208
epoch 90800  training loss: 0.030731581151485443

 91%|████████████████████████████████████████████████████████████████████████████▋       | 91231/100000 [05:24<00:50, 173.78it/s]
epoch 90900  training loss: 0.03073064610362053
epoch 90900  clean testing loss: 0.1259005069732666
epoch 91000  training loss: 0.030737604945898056
epoch 91000  clean testing loss: 0.1260162591934204
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 91100  training loss: 0.030693626031279564
epoch 91100  clean testing loss: 0.12605544924736023
epoch 91200  training loss: 0.030703362077474594

 92%|████████████████████████████████████████████████████████████████████████████▉       | 91585/100000 [05:26<00:47, 176.54it/s]
epoch 91300  training loss: 0.030712023377418518
epoch 91300  clean testing loss: 0.12591934204101562
epoch 91400  training loss: 0.03072482720017433
epoch 91400  clean testing loss: 0.12590882182121277
epoch 91500  training loss: 0.03070664219558239

 92%|█████████████████████████████████████████████████████████████████████████████▏      | 91939/100000 [05:28<00:45, 178.86it/s]
epoch 91600  training loss: 0.030698232352733612
epoch 91600  clean testing loss: 0.12593823671340942
epoch 91700  training loss: 0.03070903569459915
epoch 91700  clean testing loss: 0.1259308010339737
epoch 91800  training loss: 0.030702657997608185
epoch 91800  clean testing loss: 0.12595704197883606
epoch 91900  training loss: 0.030718030408024788

 92%|█████████████████████████████████████████████████████████████████████████████▌      | 92291/100000 [05:30<00:44, 174.35it/s]
epoch 92000  training loss: 0.030728287994861603
epoch 92000  clean testing loss: 0.12607301771640778
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 92100  training loss: 0.030721982941031456
epoch 92100  clean testing loss: 0.1258877068758011
epoch 92200  training loss: 0.03073049522936344

 93%|█████████████████████████████████████████████████████████████████████████████▊      | 92644/100000 [05:32<00:41, 176.64it/s]
epoch 92300  training loss: 0.030718987807631493
epoch 92300  clean testing loss: 0.125982865691185
epoch 92400  training loss: 0.03070683963596821
epoch 92400  clean testing loss: 0.12600229680538177
epoch 92500  training loss: 0.03069516085088253
epoch 92500  clean testing loss: 0.12601719796657562
epoch 92600  training loss: 0.030678225681185722

 93%|██████████████████████████████████████████████████████████████████████████████      | 92997/100000 [05:34<00:39, 178.75it/s]
epoch 92700  training loss: 0.030682431533932686
epoch 92700  clean testing loss: 0.12611539661884308
epoch 92800  training loss: 0.0307009294629097
epoch 92800  clean testing loss: 0.12607483565807343
epoch 92900  training loss: 0.030678313225507736

 93%|██████████████████████████████████████████████████████████████████████████████▍     | 93349/100000 [05:36<00:38, 173.72it/s]
epoch 93000  training loss: 0.030684838071465492
epoch 93000  clean testing loss: 0.12618283927440643
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 93100  training loss: 0.0307038351893425
epoch 93100  clean testing loss: 0.1261003166437149
epoch 93200  training loss: 0.030680406838655472
epoch 93200  clean testing loss: 0.12615446746349335
epoch 93300  training loss: 0.03069433383643627

 94%|██████████████████████████████████████████████████████████████████████████████▋     | 93703/100000 [05:38<00:35, 176.67it/s]
epoch 93400  training loss: 0.030682828277349472
epoch 93400  clean testing loss: 0.12608014047145844
epoch 93500  training loss: 0.030678369104862213
epoch 93500  clean testing loss: 0.12611649930477142
epoch 93600  training loss: 0.030679166316986084
epoch 93600  clean testing loss: 0.12608474493026733
epoch 93700  training loss: 0.030676906928420067

 94%|███████████████████████████████████████████████████████████████████████████████     | 94057/100000 [05:40<00:33, 178.00it/s]
epoch 93800  training loss: 0.030680786818265915
epoch 93800  clean testing loss: 0.1260056346654892
epoch 93900  training loss: 0.030690304934978485
epoch 93900  clean testing loss: 0.12602420151233673
epoch 94000  training loss: 0.030662957578897476
epoch 94000  clean testing loss: 0.1261189579963684

 94%|███████████████████████████████████████████████████████████████████████████████▎    | 94428/100000 [05:42<00:31, 178.90it/s]
epoch 94100  training loss: 0.03066072054207325
epoch 94100  clean testing loss: 0.12612852454185486
epoch 94200  training loss: 0.0306654404848814
epoch 94200  clean testing loss: 0.12617558240890503
epoch 94300  training loss: 0.030679849907755852
epoch 94300  clean testing loss: 0.12610091269016266
epoch 94400  training loss: 0.03068593703210354

 95%|███████████████████████████████████████████████████████████████████████████████▌    | 94780/100000 [05:44<00:29, 174.61it/s]
epoch 94500  training loss: 0.030691854655742645
epoch 94500  clean testing loss: 0.12611091136932373
epoch 94600  training loss: 0.030682409182190895
epoch 94600  clean testing loss: 0.12616921961307526
epoch 94700  training loss: 0.030656922608613968

 95%|███████████████████████████████████████████████████████████████████████████████▉    | 95134/100000 [05:46<00:27, 176.77it/s]
epoch 94800  training loss: 0.030630921944975853
epoch 94800  clean testing loss: 0.12616373598575592
epoch 94900  training loss: 0.030657926574349403
epoch 94900  clean testing loss: 0.12620128691196442
epoch 95000  training loss: 0.030659107491374016
epoch 95000  clean testing loss: 0.12623386085033417
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 95100  training loss: 0.03066941723227501

 95%|████████████████████████████████████████████████████████████████████████████████▏   | 95488/100000 [05:48<00:25, 178.49it/s]
epoch 95200  training loss: 0.03068212978541851
epoch 95200  clean testing loss: 0.12615621089935303
epoch 95300  training loss: 0.030674343928694725
epoch 95300  clean testing loss: 0.1262018382549286
epoch 95400  training loss: 0.03067711740732193

 96%|████████████████████████████████████████████████████████████████████████████████▌   | 95840/100000 [05:50<00:23, 174.74it/s]
epoch 95500  training loss: 0.030670171603560448
epoch 95500  clean testing loss: 0.1261885166168213
epoch 95600  training loss: 0.030630948022007942
epoch 95600  clean testing loss: 0.12622444331645966
epoch 95700  training loss: 0.030665947124361992
epoch 95700  clean testing loss: 0.126193568110466
epoch 95800  training loss: 0.03066328540444374

 96%|████████████████████████████████████████████████████████████████████████████████▊   | 96192/100000 [05:52<00:21, 176.66it/s]
epoch 95900  training loss: 0.03064616769552231
epoch 95900  clean testing loss: 0.1261809915304184
epoch 96000  training loss: 0.03065732680261135
epoch 96000  clean testing loss: 0.1261901706457138
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 96100  training loss: 0.030639469623565674

 97%|█████████████████████████████████████████████████████████████████████████████████   | 96545/100000 [05:54<00:19, 178.85it/s]
epoch 96200  training loss: 0.03067176789045334
epoch 96200  clean testing loss: 0.12611611187458038
epoch 96300  training loss: 0.030619405210018158
epoch 96300  clean testing loss: 0.1261514574289322
epoch 96400  training loss: 0.030617818236351013
epoch 96400  clean testing loss: 0.12615904211997986
epoch 96500  training loss: 0.030620092526078224

 97%|█████████████████████████████████████████████████████████████████████████████████▍  | 96896/100000 [05:56<00:17, 175.01it/s]
epoch 96600  training loss: 0.030638694763183594
epoch 96600  clean testing loss: 0.126106396317482
epoch 96700  training loss: 0.030638452619314194
epoch 96700  clean testing loss: 0.12633398175239563
epoch 96800  training loss: 0.030652642250061035

 97%|█████████████████████████████████████████████████████████████████████████████████▋  | 97266/100000 [05:58<00:15, 173.96it/s]
epoch 96900  training loss: 0.030657649040222168
epoch 96900  clean testing loss: 0.12624262273311615
epoch 97000  training loss: 0.030647793784737587
epoch 97000  clean testing loss: 0.12620897591114044
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 97100  training loss: 0.03064296394586563
epoch 97100  clean testing loss: 0.12617680430412292
epoch 97200  training loss: 0.030631905421614647

 98%|█████████████████████████████████████████████████████████████████████████████████▉  | 97619/100000 [06:00<00:13, 176.81it/s]
epoch 97300  training loss: 0.030627261847257614
epoch 97300  clean testing loss: 0.12623101472854614
epoch 97400  training loss: 0.030611051246523857
epoch 97400  clean testing loss: 0.12626907229423523
epoch 97500  training loss: 0.030632970854640007
epoch 97500  clean testing loss: 0.12637005746364594
epoch 97600  training loss: 0.03062269650399685

 98%|██████████████████████████████████████████████████████████████████████████████████▎ | 97972/100000 [06:02<00:11, 178.95it/s]
epoch 97700  training loss: 0.03061280958354473
epoch 97700  clean testing loss: 0.12627007067203522
epoch 97800  training loss: 0.03058907762169838
epoch 97800  clean testing loss: 0.12627051770687103
epoch 97900  training loss: 0.030606098473072052

 98%|██████████████████████████████████████████████████████████████████████████████████▌ | 98327/100000 [06:04<00:09, 175.25it/s]
epoch 98000  training loss: 0.030605686828494072
epoch 98000  clean testing loss: 0.1262398064136505
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
epoch 98100  training loss: 0.03061920776963234
epoch 98100  clean testing loss: 0.1262548565864563
epoch 98200  training loss: 0.030602576211094856
epoch 98200  clean testing loss: 0.12632852792739868
epoch 98300  training loss: 0.03060540370643139

 99%|██████████████████████████████████████████████████████████████████████████████████▉ | 98685/100000 [06:06<00:07, 174.25it/s]
epoch 98400  training loss: 0.03063761442899704
epoch 98400  clean testing loss: 0.12636646628379822
epoch 98500  training loss: 0.03062273934483528
epoch 98500  clean testing loss: 0.12641772627830505
epoch 98600  training loss: 0.03061983548104763

 99%|███████████████████████████████████████████████████████████████████████████████████▏| 99040/100000 [06:08<00:05, 177.35it/s]
epoch 98700  training loss: 0.03063681721687317
epoch 98700  clean testing loss: 0.12640172243118286
epoch 98800  training loss: 0.030611902475357056
epoch 98800  clean testing loss: 0.12634381651878357
epoch 98900  training loss: 0.030613800510764122
epoch 98900  clean testing loss: 0.12635888159275055
epoch 99000  training loss: 0.0306098610162735
epoch 99000  clean testing loss: 0.12628483772277832

 99%|███████████████████████████████████████████████████████████████████████████████████▍| 99393/100000 [06:10<00:03, 179.05it/s]
epoch 99100  training loss: 0.03061773255467415
epoch 99100  clean testing loss: 0.1263430416584015
epoch 99200  training loss: 0.03061743639409542
epoch 99200  clean testing loss: 0.12618812918663025
epoch 99300  training loss: 0.030624741688370705

100%|███████████████████████████████████████████████████████████████████████████████████▊| 99744/100000 [06:12<00:01, 174.25it/s]
epoch 99400  training loss: 0.030631138011813164
epoch 99400  clean testing loss: 0.12638376653194427
epoch 99500  training loss: 0.030615143477916718
epoch 99500  clean testing loss: 0.12627117335796356
epoch 99600  training loss: 0.030608301982283592
epoch 99600  clean testing loss: 0.1263962686061859
epoch 99700  training loss: 0.0306209996342659

100%|███████████████████████████████████████████████████████████████████████████████████| 100000/100000 [06:13<00:00, 267.39it/s]
epoch 99800  training loss: 0.030616797506809235
epoch 99800  clean testing loss: 0.12627826631069183
epoch 99900  training loss: 0.030643513426184654
epoch 99900  clean testing loss: 0.12631984055042267
Saving the clean test loss file into log/new_plot/output_dim2_width1024_layers3_relu_size500_noise1.00e-01_invop0_lr0.005 ...
